Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
V/H/S/2,6.1,-2013,"Horror, Thriller",R,"['Simon Barrett', 'Jason Eisener', 'Gareth Evans', 'Gregg Hale', 'Eduardo S\xc3\xa1nchez', 'Timo Tjahjanto', 'Adam Wingard']","['Lawrence Michael Levine', 'Kelsy Abbott', 'Adam Wingard', 'Hannah Hughes']","Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance."
Something in the Way,7.1,(I) (2013),Drama,,['Teddy Soeriaatmadja'],"['Reza Rahadian', 'Ratu Felisha', 'Verdi Solaiman']",Sangat menyukai film indonesia
Tracks,7.2,(I) (2013),"Adventure, Biography, Drama",PG-13,['John Curran'],"['Mia Wasikowska', 'Adam Driver', 'Lily Pearl', 'Philip Dodd']","A young woman goes on a 1,700-mile trek across the deserts of West Australia with four camels and her faithful dog."
Blood Ties,6.5,(I) (2013),"Crime, Drama, Thriller",R,['Guillaume Canet'],"['Clive Owen', 'Marion Cotillard', 'Billy Crudup', 'Mila Kunis']","Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s."
Runner Runner,5.6,-2013,"Crime, Thriller",R,['Brad Furman'],"['Ben Affleck', 'Justin Timberlake', 'Gemma Arterton', 'Anthony Mackie']","When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
Venus in Fur,7.2,-2013,Drama,Not Rated,['Roman Polanski'],"['Emmanuelle Seigner', 'Mathieu Amalric']",An actress attempts to convince a director how she's perfect for a role in his upcoming production.
Parkland,6.4,-2013,"Drama, History, Mystery",PG-13,['Peter Landesman'],"['Zac Efron', 'Tom Welling', 'Billy Bob Thornton', 'Paul Giamatti']",A recounting of the chaotic events that occurred at Dallas' Parkland Hospital on the day U.S. President John F. Kennedy was assassinated.
Mandela: Long Walk to Freedom,7.1,-2013,"Biography, Drama, History",PG-13,['Justin Chadwick'],"['Idris Elba', 'Naomie Harris', 'Terry Pheto', 'Robert Hobbs']",A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.
The Grandmaster,6.5,-2013,"Action, Biography, Drama",PG-13,['Kar-Wai Wong'],"['Tony Chiu-Wai Leung', 'Ziyi Zhang', 'Jin Zhang', 'Chen Chang']","The story of martial-arts master Ip Man, the man who trained Bruce Lee."
The Lunchbox,7.8,-2013,"Drama, Romance",PG,['Ritesh Batra'],"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui', 'Lillete Dubey']",A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
Hotel,6.4,-2013,Drama,,['Lisa Langseth'],"['Alicia Vikander', 'David Dencik', 'Anna Bjelkerud', 'Mira Eklund']","Erika has it all: a good job, lots of friends and a secure relationship. Until the day it all falls apart. Suddenly this perfect life means nothing, and the feelings she once was able to ..."
Ain't Them Bodies Saints,6.4,-2013,"Crime, Drama, Romance",R,['David Lowery'],"['Rooney Mara', 'Casey Affleck', 'Ben Foster', 'Nate Parker']",The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.
Hours,6.5,-2013,"Drama, Thriller",PG-13,['Eric Heisserer'],"['Paul Walker', 'Genesis Rodriguez', 'Nancy Nave', 'Shane Jacobsen']",A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.
Phantom,5.9,(I) (2013),"Drama, History, Thriller",R,['Todd Robinson'],"['Ed Harris', 'Julian Adams', 'David Duchovny', 'William Fichtner']","The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery."
Stalingrad,5.6,-2013,"Action, Drama, War",R,['Fedor Bondarchuk'],"['Mariya Smolnikova', 'Yanina Studilina', 'Pyotr Fyodorov', 'Thomas Kretschmann']","A group of Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to two Russian women who have been living there."
Getaway,4.4,(I) (2013),"Action, Crime, Thriller",PG-13,['Courtney Solomon'],"['Ethan Hawke', 'Selena Gomez', 'Jon Voight', 'Paul Freeman']","To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man."
The Pretty One,6.3,-2013,"Comedy, Drama",R,['Jen\xc3\xa9e LaMarque'],"['Zoe Kazan', 'Jake Johnson', 'Ron Livingston', 'John Carroll Lynch']","A tragedy presents Laurel with the chance to reinvent herself as her idolized twin sister, Audrey. As she eases into the life she has always wanted, she must decide between continuing the lie or revealing herself as the perfect fraud."
The Congress,6.5,-2013,"Animation, Drama, Sci-Fi",Not Rated,['Ari Folman'],"['Robin Wright', 'Harvey Keitel', 'Jon Hamm', 'Kodi Smit-McPhee']","An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider."
G.B.F.,6,-2013,"Comedy, Romance",R,['Darren Stein'],"['Michael J. Willett', 'Paul Iacono', 'Sasha Pieterse', 'Andrea Bowen']","What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?"
The Tale of the Princess Kaguya,8.1,-2013,"Animation, Adventure, Drama",PG,['Isao Takahata'],"['Chlo\xc3\xab Grace Moretz', 'James Caan', 'Mary Steenburgen', 'James Marsden']","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
Admission,5.7,-2013,"Comedy, Drama, Romance",PG-13,['Paul Weitz'],"['Tina Fey', 'Paul Rudd', 'Nat Wolff', 'Gloria Reuben']",A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.
Paranoia,5.7,(I) (2013),"Action, Crime, Drama",PG-13,['Robert Luketic'],"['Liam Hemsworth', 'Gary Oldman', 'Harrison Ford', 'Amber Heard']","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage."
The Monkey's Paw,4.5,(I) (2013),"Horror, Thriller",Not Rated,['Brett Simmons'],"['C.J. Thomason', 'Stephen Lang', 'Michelle Pierce', 'Corbin Bleu']","Jake is given a monkey's paw that grants three wishes. After the first two wishes leave his friend Cobb undead, Cobb pushes Jake to make a final wish."
Welcome to the Punch,6.1,-2013,"Action, Crime, Thriller",R,['Eran Creevy'],"['James McAvoy', 'Mark Strong', 'Andrea Riseborough', 'Peter Mullan']","When a notorious criminal is forced to return to London, it gives a detective one last chance to take down the man he's always been after."
Welcome to the Jungle,5,-2013,"Action, Adventure, Comedy",Not Rated,['Rob Meltzer'],"['Jean-Claude Van Damme', 'Adam Brody', 'Rob Huebel', 'Megan Boone']",A company retreat on a tropical island goes terribly awry.
3096 Days,6.4,-2013,"Biography, Crime, Drama",,['Sherry Hormann'],"['Antonia Campbell-Hughes', 'Thure Lindhardt', 'Amelia Pidgeon', 'Trine Dyrholm']",A young Austrian girl is kidnapped and held in captivity for eight years. Based on the factual case of Natascha Kampusch.
In a World...,6.7,-2013,Comedy,R,['Lake Bell'],"['Lake Bell', 'Fred Melamed', 'Michaela Watkins', 'Rob Corddry']",An underachieving voice coach finds herself competing in the movie trailer voice-over profession against her arrogant father and his prot̩g̩.
Life of Crime,5.8,-2013,"Comedy, Crime",R,['Daniel Schechter'],"['Jennifer Aniston', 'Yasiin Bey', 'Isla Fisher', 'Will Forte']",Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,7.1,-2013,"Adventure, Comedy",R,['Felix Herngren'],"['Robert Gustafsson', 'Iwar Wiklander', 'David Wiberg', 'Mia Sk\xc3\xa4ringer']","After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey."
Man of Tai Chi,6.1,-2013,"Action, Drama",R,['Keanu Reeves'],"['Tiger Hu Chen', 'Keanu Reeves', 'Karen Mok', 'Hai Yu']",A young martial artist's unparalleled Tai Chi skills land him in a highly lucrative underworld fight club.
Thor,7,-2011,"Action, Adventure, Fantasy",PG-13,['Kenneth Branagh'],"['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman', 'Tom Hiddleston']","The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
I Am Number Four,6.1,-2011,"Action, Adventure, Sci-Fi",PG-13,['D.J. Caruso'],"['Alex Pettyfer', 'Timothy Olyphant', 'Dianna Agron', 'Teresa Palmer']","Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
Captain America: The First Avenger,6.9,-2011,"Action, Adventure, Sci-Fi",PG-13,['Joe Johnston'],"['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson', 'Hayley Atwell']","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization."
Harry Potter and the Deathly Hallows: Part 2,8.1,-2011,"Adventure, Drama, Fantasy",PG-13,['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
Bridesmaids,6.8,(I) (2011),"Comedy, Romance",R,['Paul Feig'],"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews']","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
Contagion,6.6,-2011,"Drama, Thriller",PG-13,['Steven Soderbergh'],"['Matt Damon', 'Kate Winslet', 'Jude Law', 'Gwyneth Paltrow']","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure."
The Help,8.1,-2011,Drama,PG-13,['Tate Taylor'],"['Emma Stone', 'Viola Davis', 'Octavia Spencer', 'Bryce Dallas Howard']","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
The Girl with the Dragon Tattoo,7.8,-2011,"Crime, Drama, Mystery",R,['David Fincher'],"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsg\xc3\xa5rd']","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
Tinker Tailor Soldier Spy,7.1,-2011,"Drama, Mystery, Thriller",R,['Tomas Alfredson'],"['Gary Oldman', 'Colin Firth', 'Tom Hardy', 'Mark Strong']","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6."
Drive,7.8,(I) (2011),"Crime, Drama",R,['Nicolas Winding Refn'],"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.
"Crazy, Stupid, Love.",7.4,-2011,"Comedy, Drama, Romance",PG-13,"['Glenn Ficarra', 'John Requa']","['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
X-Men: First Class,7.8,-2011,"Action, Adventure, Sci-Fi",PG-13,['Matthew Vaughn'],"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']","In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III."
Just Go with It,6.4,-2011,"Comedy, Romance",PG-13,['Dennis Dugan'],"['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker', 'Nicole Kidman']","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
Green Lantern,5.6,-2011,"Action, Adventure, Sci-Fi",PG-13,['Martin Campbell'],"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard', 'Mark Strong']","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps."
The Intouchables,8.6,-2011,"Biography, Comedy, Drama",R,"['Olivier Nakache', '\xc3\x89ric Toledano']","['Fran\xc3\xa7ois Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
Warrior,8.2,-2011,"Drama, Sport",PG-13,"[""Gavin O'Connor""]","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison']","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
Hanna,6.8,-2011,"Action, Drama, Thriller",PG-13,['Joe Wright'],"['Saoirse Ronan', 'Cate Blanchett', 'Eric Bana', 'Vicky Krieps']","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives."
The Darkest Hour,4.9,-2011,"Action, Adventure, Horror",PG-13,['Chris Gorak'],"['Emile Hirsch', 'Olivia Thirlby', 'Max Minghella', 'Rachael Taylor']","In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply."
In Time,6.7,-2011,"Action, Sci-Fi, Thriller",PG-13,['Andrew Niccol'],"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde']","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system."
Fast Five,7.3,-2011,"Action, Crime, Thriller",PG-13,['Justin Lin'],"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
Great Expectations,6.4,-2012,"Drama, Romance",PG-13,['Mike Newell'],"['Toby Irvine', 'Ralph Fiennes', 'Jason Flemyng', 'Sally Hawkins']",A series of events change the orphaned Pip's life forever as he eagerly abandons his humble origins to begin a new life as a gentleman.
Chasing Mavericks,7.2,-2012,"Biography, Drama, Sport",PG,"['Michael Apted', 'Curtis Hanson']","['Jonny Weston', 'Gerard Butler', 'Elisabeth Shue', 'Abigail Spencer']","When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it."
Alex Cross,5.1,-2012,"Action, Crime, Mystery",PG-13,['Rob Cohen'],"['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns']",A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.
Now Is Good,7.2,-2012,"Drama, Romance",PG-13,['Ol Parker'],"['Dakota Fanning', 'Josef Altin', 'Jeremy Irvine', 'Paddy Considine']",A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.
The Raven,6.4,(I) (2012),"Crime, Mystery, Thriller",R,['James McTeigue'],"['John Cusack', 'Alice Eve', 'Luke Evans', 'Brendan Gleeson']",When a madman begins committing horrific murders inspired by
Diary of a Wimpy Kid: Dog Days,6.3,-2012,"Comedy, Family",PG,['David Bowers'],"['Zachary Gordon', 'Robert Capron', 'Devon Bostick', 'Steve Zahn']","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?"
Wolf Children,8.2,-2012,"Animation, Drama, Family",PG,['Mamoru Hosoda'],"['Aoi Miyazaki', 'Takao Ohsawa', 'Haru Kuroki', 'Yukito Nishii']","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the werewolf son and daughter that she had with him. But their inheritance of their father's traits proved to be a challenge for her."
Middle of Nowhere,6.4,-2012,Drama,R,['Ava DuVernay'],"['Emayatzy Corinealdi', 'David Oyelowo', 'Lorraine Toussaint', 'Edwina Findley Dickerson']","When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process."
Chinese Zodiac,6.1,-2012,"Action, Adventure",PG-13,['Jackie Chan'],"['Jackie Chan', 'Qi Shu', 'Xingtong Yao', 'Sang-Woo Kwon']",A man searches the world for a set of mystic artifacts - 12 bronze heads of the animals from the Chinese zodiac.
Cosmopolis,5,-2012,"Drama, Fantasy",R,['David Cronenberg'],"['Robert Pattinson', 'Juliette Binoche', 'Sarah Gadon', 'Mathieu Amalric']","Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart."
Sexual Chronicles of a French Family,5.3,-2012,"Comedy, Drama, Romance",Not Rated,"['Pascal Arnold', 'Jean-Marc Barr']","['Mathias Melloul', 'Val\xc3\xa9rie Ma\xc3\xabs', 'Stephan Hersoen', 'Le\xc3\xafla Denio']",Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.
Vamps,5.2,-2012,"Comedy, Horror, Romance",PG-13,['Amy Heckerling'],"['Alicia Silverstone', 'Krysten Ritter', 'Larry Wilmore', 'Bettina Bresnan']",Two female vampires in modern-day New York City are faced with daunting romantic possibilities.
Compliance,6.4,-2012,"Biography, Crime, Drama",R,['Craig Zobel'],"['Ann Dowd', 'Dreama Walker', 'Pat Healy', 'Bill Camp']","A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on."
Excision,6.1,-2012,"Drama, Horror",Not Rated,['Richard Bates Jr.'],"['AnnaLynne McCord', 'Roger Bart', 'Ariel Winter', 'Traci Lords']",A disturbed and delusional high school student with aspirations of a career in medicine goes to extremes to earn the approval of her controlling mother.
The Pirates! Band of Misfits,6.7,-2012,"Animation, Adventure, Comedy",PG,"['Peter Lord', 'Jeff Newitt']","['Hugh Grant', 'Salma Hayek', 'Jeremy Piven', 'Martin Freeman']",Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.
The Magic of Belle Isle,7,-2012,"Comedy, Drama",PG,['Rob Reiner'],"['Morgan Freeman', 'Virginia Madsen', 'Madeline Carroll', 'Emma Fuhrmann']","Monty Wildhorn, an alcoholic novelist of Westerns, has lost his drive. His nephew pushes him to summer in quiet Belle Isle. He begrudgingly befriends a newly single mom and her 3 girls who help him find the inspiration to write again."
Holy Motors,7.1,-2012,"Drama, Fantasy",Not Rated,['Leos Carax'],"['Denis Lavant', 'Edith Scob', 'Eva Mendes', 'Kylie Minogue']","From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar."
Gangs of Wasseypur,8.2,-2012,"Action, Crime, Drama",,['Anurag Kashyap'],"['Manoj Bajpayee', 'Richa Chadha', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia']","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
Deadfall,6.3,-2012,"Crime, Drama, Thriller",R,['Stefan Ruzowitzky'],"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam', 'Sissy Spacek']","A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration."
John Dies at the End,6.4,-2012,"Comedy, Horror, Sci-Fi",R,['Don Coscarelli'],"['Chase Williamson', 'Rob Mayes', 'Paul Giamatti', 'Clancy Brown']","A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?"
Stand Up Guys,6.5,-2012,"Action, Comedy, Crime",R,['Fisher Stevens'],"['Al Pacino', 'Christopher Walken', 'Alan Arkin', 'Julianna Margulies']",A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.
About Cherry,4.8,-2012,Drama,R,['Stephen Elliott'],"['Ashley Hinshaw', 'James Franco', 'Heather Graham', 'Lili Taylor']","A troubled young woman moves to San Francisco, where she becomes involved in pornography and aligns herself with a cocaine-addicted lawyer."
Fire with Fire,5.7,(II) (2012),"Action, Crime, Drama",R,['David Barrett'],"['Josh Duhamel', 'Bruce Willis', 'Rosario Dawson', ""Vincent D'Onofrio""]","A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him."
Freelancers,4.6,-2012,"Action, Crime, Drama",R,['Jessy Terrero'],"['50 Cent', 'Robert De Niro', 'Forest Whitaker', 'Malcolm Goodwin']","The son of a slain NYPD officer joins the force, where he falls in with his father's former partner and a team of rogue cops."
[REC] 3: Genesis,5,-2012,"Horror, Thriller",R,['Paco Plaza'],"['Leticia Dolera', 'Diego Mart\xc3\xadn', 'Ismael Mart\xc3\xadnez', '\xc3\x80lex Monner']",A couple's wedding day turns horrific as some of the guests start showing signs of a strange illness.
Foodfight!,1.7,-2012,"Animation, Action, Comedy",PG,['Lawrence Kasanoff'],"['Hilary Duff', 'Haylie Duff', 'Charlie Sheen', 'Eva Longoria']",The evil Brand X joins a supermarket that becomes a city after closing time.
Robot & Frank,7.1,-2012,"Comedy, Crime, Drama",PG-13,['Jake Schreier'],"['Peter Sarsgaard', 'Frank Langella', 'Susan Sarandon', 'Liv Tyler']","Set in the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team."
Universal Soldier: Day of Reckoning,5,-2012,"Action, Horror, Mystery",R,['John Hyams'],"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Scott Adkins', 'Mariah Bonner']","John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit."
Dark Blood,6.6,-2012,Thriller,,['George Sluizer'],"['River Phoenix', 'Judy Davis', 'Jonathan Pryce', 'Karen Black']","Dealing with nuclear testing and its long-lasting deadly effects, the story portrays Boy, a young widower living in the desert on a nuclear testing site. Living as a hermit, he waits for ..."
Parental Guidance,6.1,-2012,"Comedy, Family",PG,['Andy Fickman'],"['Billy Crystal', 'Bette Midler', 'Marisa Tomei', 'Tom Everett Scott']",Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.
Hate Story,5.3,-2012,"Drama, Thriller",Not Rated,['Vivek Agnihotri'],"['Nikhil Dwivedi', 'Gulshan Devaiah', 'Paoli Dam', 'Mohan Kapoor']","After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick."
Spike Island,6.4,-2012,"Comedy, Drama, Music",Not Rated,['Mat Whitecross'],"['Elliott Tittensor', 'Nico Mirallegro', 'Adam Long', 'Jordan Murphy']","Five teenage friends will stop at nothing to attend a concert by their favourite band, The Stone Roses."
The Face of Love,6.2,-2013,"Drama, Mystery, Romance",PG-13,['Arie Posin'],"['Annette Bening', 'Ed Harris', 'Robin Williams', 'Jess Weixler']",A widow falls for a guy who bears a striking resemblance to her late husband.
The Den,6.1,-2013,"Horror, Mystery, Thriller",R,['Zachary Donohue'],"['Melanie Papalia', 'David Schlachtenhaufen', 'Adam Shapiro', 'Anna Margaret Hollyman']","While studying the habits of web cam chat users from the apparent safety of her own home, a young woman's life begins to spiral out of control after witnessing a grisly murder online."
Tangerines,8.3,-2013,"Drama, War",Not Rated,['Zaza Urushadze'],"['Lembit Ulfsak', 'Elmo N\xc3\xbcganen', 'Giorgi Nakashidze', 'Misha Meskhi']","War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in."
Dragon Ball Z: Battle of Gods,7.2,-2013,"Animation, Action, Comedy",PG,['Masahiro Hosoda'],"['Masako Nozawa', 'Hiromi Tsuru', 'Ry\xc3\xb4 Horikawa', 'Masaharu Sat\xc3\xb4']","The Z-Fighters must contend with Lord Beerus, the God of Destruction, but only a God can fight a God, and none of them are Gods. However with the creation of the Super Saiyan God, will the Z-Fighters be able to defeat Lord Beerus?"
Dom Hemingway,6.2,-2013,"Comedy, Crime, Drama",R,['Richard Shepard'],"['Jude Law', 'Richard E. Grant', 'Demi\xc3\xa1n Bichir', 'Emilia Clarke']","After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed."
The Last Days on Mars,5.5,-2013,"Horror, Sci-Fi, Thriller",R,['Ruairi Robinson'],"['Liev Schreiber', 'Elias Koteas', 'Romola Garai', 'Olivia Williams']",A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.
Gloria,6.7,(II) (2013),"Comedy, Drama, Romance",R,['Sebasti\xc3\xa1n Lelio'],"['Paulina Garc\xc3\xada', 'Sergio Hern\xc3\xa1ndez', 'Diego Fontecilla', 'Fabiola Zamora']","A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs."
Ragnarok,5.9,-2013,"Action, Adventure",PG-13,['Mikkel Br\xc3\xa6nne Sandemose'],"['P\xc3\xa5l Sverre Hagen', 'Nicolai Cleve Broch', 'Sofia Helin', 'Bj\xc3\xb8rn Sundquist']",Norwegian archaeologist Sigurd Svendsen forms a small team and sets off to find the true meaning of the secret runes found carved in rock and accidentally awakens a giant monster.
Department Q: The Keeper of Lost Causes,7.2,-2013,"Crime, Mystery, Thriller",Not Rated,['Mikkel N\xc3\xb8rgaard'],"['Nikolaj Lie Kaas', 'Per Scheel Kr\xc3\xbcger', 'Troels Lyby', '\xc3\x98yvind B. Fabricius Holm']","Police inspector Carl M��rck is put in charge of a department of cold cases, joined only by his assistant, Assad. They dig into a case about a disappeared woman."
Crush,5.7,(II) (2013),"Horror, Thriller",PG-13,['Malik Bader'],"['Ashleigh Craig', 'Cody Hamilton', 'Lucas Till', 'Crystal Reed']",A secret admirer's crush on a high school athlete takes a fatal turn.
These Final Hours,6.7,-2013,"Drama, Sci-Fi, Thriller",R,['Zak Hilditch'],"['Jessica De Gouw', 'Nathan Phillips', 'David Field', 'Lauren Cleary']","A self-obsessed young man makes his way to the party-to-end-all-parties on the last day on Earth, but ends up saving the life of a little girl searching for her father. Their relationship ultimately leads him on the path to redemption."
Raze,5.2,-2013,"Action, Drama, Horror",R,['Josh C. Waller'],"['Zo\xc3\xab Bell', 'Rachel Nichols', 'Tracie Thoms', 'Bruce Thomas']","Raze, a horror/action film, focuses on two abducted women & 50 other women who are forced to fight each other using their bare hands."
Cheap Thrills,6.7,(I) (2013),"Comedy, Crime, Drama",Not Rated,['E.L. Katz'],"['Pat Healy', 'Ethan Embry', 'Sara Paxton', 'David Koechner']",A scheming couple put a struggling family man and his old friend through a series of increasingly twisted dares over the course of an evening at a local bar.
The Artist,7.9,(I) (2011),"Comedy, Drama, Romance",PG-13,['Michel Hazanavicius'],"['Jean Dujardin', 'B\xc3\xa9r\xc3\xa9nice Bejo', 'John Goodman', 'James Cromwell']","A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions."
