Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
American Heist,5.2,-2014,"Action, Crime, Drama",R,['Sarik Andreasyan'],"['Hayden Christensen', 'Adrien Brody', 'Jordana Brewster', 'Akon']","James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go."
Saving Christmas,1.5,-2014,"Comedy, Family",PG,['Darren Doane'],"['Kirk Cameron', 'Darren Doane', 'Bridgette Cameron', 'Ben Kientz']","Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law, who has a bad case of the bah-humbugs. ..."
99 Homes,7.1,-2014,Drama,R,['Ramin Bahrani'],"['Andrew Garfield', 'Michael Shannon', 'Laura Dern', 'Clancy Brown']",A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.
Hector and the Search for Happiness,7,-2014,"Adventure, Comedy, Drama",R,['Peter Chelsom'],"['Simon Pegg', 'Rosamund Pike', 'Tracy Ann Oberman', 'Jean Reno']",A psychiatrist searches the globe to find the secret of happiness.
The Good Lie,7.4,-2014,"Biography, Drama",PG-13,['Philippe Falardeau'],"['Reese Witherspoon', 'Arnold Oceng', 'Ger Duany', 'Emmanuel Jal']","A group of Sudanese refugees given the chance to resettle in America arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives."
The Last Five Years,5.9,-2014,"Comedy, Drama, Musical",PG-13,['Richard LaGravenese'],"['Anna Kendrick', 'Jeremy Jordan', 'Tamara Mintz', 'Cassandra Inman']",A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.
The Keeping Room,6,-2014,"Drama, Western",R,['Daniel Barber'],"['Brit Marling', 'Hailee Steinfeld', 'Sam Worthington', 'Muna Otaru']","Left without men in the dying days of the American Civil War, three women must fight to defend their home and themselves from two rogue soldiers who have broken off from the fast-approaching Union Army."
Outcast,4.6,(I) (2014),"Action, Adventure, Thriller",Not Rated,['Nick Powell'],"['Nicolas Cage', 'Hayden Christensen', 'Alexandre Bailly', 'Bozhao Wang']","A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths."
Madame Bovary,5.7,-2014,Drama,R,['Sophie Barthes'],"['Mia Wasikowska', 'Rhys Ifans', 'Ezra Miller', 'Logan Marshall-Green']","Bored in her marriage to a country doctor and stifled by life in a small town, the restless Emma Bovary pursues her dreams of passion and excitement, whatever they may cost."
The Inbetweeners 2,6.4,-2014,Comedy,Not Rated,"['Damon Beesley', 'Iain Morris']","['Simon Bird', 'James Buckley', 'Blake Harrison', 'Joe Thomas']","Jay, Neil, Simon, and Will reunite in Australia for a holiday."
Cold in July,6.8,-2014,"Crime, Thriller",R,['Jim Mickle'],"['Michael C. Hall', 'Sam Shepard', 'Don Johnson', 'Vinessa Shaw']","When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while having to confront their own inner psyche."
Leprechaun: Origins,3.3,-2014,"Fantasy, Horror",R,['Zach Lipovsky'],"['Dylan Postl', 'Stephanie Bennett', 'Andrew Dunbar', 'Melissa Roxburgh']",Two young couples backpacking through Ireland discover that one of Ireland's most famous legends is a terrifying reality.
They Came Together,5.5,-2014,"Comedy, Romance",R,['David Wain'],"['Paul Rudd', 'Amy Poehler', 'Bill Hader', 'Cobie Smulders']",A small business owner is about to lose her shop to a major corporate development.
A Haunted House 2,4.7,-2014,"Comedy, Fantasy",R,['Michael Tiddes'],"['Marlon Wayans', 'Jaime Pressly', 'Cedric the Entertainer', 'Essence Atkins']","Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events."
My Old Lady,6.4,-2014,"Drama, Romance",PG-13,['Israel Horovitz'],"['Kevin Kline', 'Kristin Scott Thomas', 'Maggie Smith', 'Michel Burstin']",An American inherits an apartment in Paris that comes with an unexpected resident.
Good People,5.5,-2014,"Action, Crime, Thriller",R,['Henrik Ruben Genz'],"['James Franco', 'Kate Hudson', 'Tom Wilkinson', 'Omar Sy']","Discovering a stash of cash in their dead tenant's apartment, a couple in debt take the money and find themselves the target of a deadly adversary - the thief who stole it."
Wrong Turn 6: Last Resort,4.3,-2014,Horror,R,['Valeri Milev'],"['Anthony Ilott', 'Chris Jarvis', 'Aqueela Zoll', 'Sadie Katz']",An inheritance leads a young man and his friends to an abandoned resort inhabited by two sketchy caretakers and a clan of mutant cannibals.
The Skeleton Twins,6.8,-2014,"Comedy, Drama, Romance",R,['Craig Johnson'],"['Kristen Wiig', 'Bill Hader', 'Luke Wilson', 'Ty Burrell']","Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship."
The Boxtrolls,6.8,-2014,"Animation, Adventure, Comedy",PG,"['Graham Annable', 'Anthony Stacchi']","['Ben Kingsley', 'Jared Harris', 'Nick Frost', 'Richard Ayoade']",A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.
The Rover,6.4,-2014,"Action, Crime, Drama",R,['David Mich\xc3\xb4d'],"['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy', 'David Field']","10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey."
The Little Death,7.1,-2014,"Comedy, Drama, Romance",Not Rated,['Josh Lawson'],"['Bojana Novakovic', 'Josh Lawson', 'Damon Herriman', 'Kate Mulvany']",The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.
All Is Lost,6.9,-2013,"Action, Adventure, Drama",PG-13,['J.C. Chandor'],['Robert Redford'],"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face."
Blue Ruin,7.1,-2013,"Crime, Drama, Thriller",R,['Jeremy Saulnier'],"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves', 'Kevin Kolack']","A mysterious outsider's quiet life is turned upside down when he returns to his childhood home to carry out an act of vengeance. Proving himself an amateur assassin, he winds up in a brutal fight to protect his estranged family."
Instructions Not Included,7.6,-2013,"Comedy, Drama",PG-13,['Eugenio Derbez'],"['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey', 'Loreto Peralta']",A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.
Turbo,6.5,-2013,"Animation, Adventure, Comedy",PG,['David Soren'],"['Ryan Reynolds', 'Paul Giamatti', 'Maya Rudolph', 'Samuel L. Jackson']",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.
The Haunting in Connecticut 2: Ghosts of Georgia,5.3,-2013,"Drama, Horror, Mystery",R,['Tom Elkins'],"['Abigail Spencer', 'Chad Michael Murray', 'Katee Sackhoff', 'Emily Alyn Lind']","A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path."
Dead Man Down,6.5,-2013,"Action, Crime, Drama",R,['Niels Arden Oplev'],"['Colin Farrell', 'Noomi Rapace', 'Dominic Cooper', 'Terrence Howard']","In New York City, a crime lord's right-hand man is helped by a woman seeking retribution."
Anna,6.5,(VII) (2013),"Drama, Mystery, Sci-Fi",R,['Jorge Dorado'],"['Mark Strong', 'Taissa Farmiga', 'Brian Cox', 'Saskia Reeves']","A man with the ability to enter people's memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma."
Are You Here,5.3,-2013,"Comedy, Drama",R,['Matthew Weiner'],"['Owen Wilson', 'Zach Galifianakis', 'Amy Poehler', 'Jay Gates']","Two childhood best friends, one a superficial womanizer and the other a barely functioning bipolar, embark on a road trip back to their hometown after one of them learns his estranged father has died."
The Canyons,3.9,-2013,"Drama, Thriller",R,['Paul Schrader'],"['Lindsay Lohan', 'James Deen', 'Nolan Gerard Funk', 'Amanda Brooks']","When Christian, an LA trust-fund kid with casual ties to Hollywood, learns of a secret affair between Tara and the lead of his film project, Ryan, he spirals out of control, and his cruel mind games escalate into an act of bloody violence."
Europa Report,6.5,-2013,"Drama, Mystery, Sci-Fi",PG-13,['Sebasti\xc3\xa1n Cordero'],"['Sharlto Copley', 'Michael Nyqvist', 'Christian Camargo', 'Embeth Davidtz']",An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
The Smurfs 2,5.4,-2013,"Animation, Adventure, Comedy",PG,['Raja Gosnell'],"['Neil Patrick Harris', 'Jayma Mays', 'Katy Perry', 'Hank Azaria']","The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs."
Redemption,6.2,(I) (2013),"Action, Crime, Drama",R,['Steven Knight'],"['Jason Statham', 'Agata Buzek', 'Vicky McClure', 'Benedict Wong']","Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity -- transforming into an avenging angel in the process."
Mama,6.2,(I) (2013),"Horror, Thriller",PG-13,['Andy Muschietti'],"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle N\xc3\xa9lisse']",A young couple take in their 2 nieces only to suspect that a supernatural spirit named Mama has latched itself to their family.
The Secret Life of Walter Mitty,7.3,-2013,"Adventure, Comedy, Drama",PG,['Ben Stiller'],"['Ben Stiller', 'Kristen Wiig', 'Jon Daly', 'Kathryn Hahn']","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined."
Adore,6.2,-2013,"Drama, Romance",R,['Anne Fontaine'],"['Naomi Watts', 'Robin Wright', 'Xavier Samuel', 'James Frecheville']",A pair of childhood friends and neighbors fall for each other's sons.
The Lone Ranger,6.5,-2013,"Action, Adventure, Western",PG-13,['Gore Verbinski'],"['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Tom Wilkinson']","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
Percy Jackson: Sea of Monsters,5.9,-2013,"Adventure, Family, Fantasy",PG,['Thor Freudenthal'],"['Logan Lerman', 'Alexandra Daddario', 'Brandon T. Jackson', 'Nathan Fillion']","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising."
The Counsellor,5.3,-2013,"Crime, Drama, Thriller",R,['Ridley Scott'],"['Michael Fassbender', 'Pen\xc3\xa9lope Cruz', 'Cameron Diaz', 'Javier Bardem']",A lawyer finds himself in over his head when he gets involved in drug trafficking.
The Spectacular Now,7.1,-2013,"Comedy, Drama, Romance",R,['James Ponsoldt'],"['Miles Teller', 'Shailene Woodley', 'Kyle Chandler', 'Jennifer Jason Leigh']","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""
The Mortal Instruments: City of Bones,5.9,-2013,"Action, Fantasy, Horror",PG-13,['Harald Zwart'],"['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan', 'Jemima West']","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World."
Pain & Gain,6.4,-2013,"Action, Comedy, Crime",R,['Michael Bay'],"['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub']",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.
Movie 43,4.3,-2013,"Comedy, Romance",R,"['Elizabeth Banks', 'Steven Brill', 'Steve Carr', 'Rusty Cundieff', 'James Duffy', 'Griffin Dunne', 'Peter Farrelly', 'Patrik Forsberg', 'Will Graham', 'James Gunn', 'Brett Ratner', 'Jonathan van Tulleken', 'Bob Odenkirk']","['Emma Stone', 'Stephen Merchant', 'Richard Gere', 'Liev Schreiber']",A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.
Nymphomaniac: Vol. II,6.7,-2013,Drama,Not Rated,['Lars von Trier'],"['Charlotte Gainsbourg', 'Stellan Skarsg\xc3\xa5rd', 'Willem Dafoe', 'Jamie Bell']","The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care."
Inside Llewyn Davis,7.5,-2013,"Drama, Music",R,"['Ethan Coen', 'Joel Coen']","['Oscar Isaac', 'Carey Mulligan', 'John Goodman', 'Garrett Hedlund']",A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.
42,7.5,-2013,"Biography, Drama, Sport",PG-13,['Brian Helgeland'],"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']","In 1947,"
The Way Way Back,7.4,-2013,"Comedy, Drama",PG-13,"['Nat Faxon', 'Jim Rash']","['Steve Carell', 'Toni Collette', 'Allison Janney', 'AnnaSophia Robb']","Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."
Monsters University,7.3,-2013,"Animation, Adventure, Comedy",G,['Dan Scanlon'],"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren']",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
The Heat,6.6,(I) (2013),"Action, Comedy, Crime",R,['Paul Feig'],"['Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy', 'Demi\xc3\xa1n Bichir']",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
White House Down,6.4,-2013,"Action, Comedy, Drama",PG-13,['Roland Emmerich'],"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal', 'Jason Clarke']","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders."
